0,屋号,営業所所在地,営業所所在地ビル名,営業者氏名,営業者住所,営業の種類,申請区分,営業所電話番号,初回許可日,営業者電話番号,代表者氏名
5441,LTF（ローソン＋スリーエフ）豊田駅前店,東京都日野市多摩平１丁目２番地の２,アムーザビル　1階,,,飲食店営業(一般飲食店),新規,042-585-7493,2017/12/28,,
5442,LTF（ローソン＋スリーエフ）豊田駅前店,東京都日野市多摩平１丁目２番地の２,アムーザビル　1階,,,菓子製造業(その他の菓子製造業),新規,042-585-7493,2017/12/28,,
5443,LTF（ローソン＋スリーエフ）豊田駅前店,東京都日野市多摩平１丁目２番地の２,アムーザビル　1階,,,乳類販売業(ショーケース売り),新規,042-585-7493,2017/12/28,,
5444,LTF（ローソン＋スリーエフ）豊田駅前店,東京都日野市多摩平１丁目２番地の２,アムーザビル　1階,,,食肉販売業(包装),新規,042-585-7493,2017/12/28,,
5445,LTF（ローソン＋スリーエフ）豊田駅前店,東京都日野市多摩平１丁目２番地の２,アムーザビル　1階,,,魚介類販売業(包装),新規,042-585-7493,2017/12/28,,
5446,LTF（ローソン＋スリーエフ）豊田駅前店,東京都日野市多摩平１丁目２番地の２,アムーザビル　1階,,,食料品等販売業(店舗),新規,042-585-7493,2017/12/28,,
5447,みずほ銀行 日野支店食堂,東京都日野市多摩平１丁目３番地の１,,栄養食株式会社,東京都千代田区六番町６番１号４１０,飲食店営業(集団給食),更新,042-582-3831,1993/11/1,03-3777-1221,眞鍋　卓史
5448,ワイン食堂K?KICHI,東京都日野市多摩平１丁目４番地の３,福田ビル１階,有限会社レザンファン,東京都日野市多摩平２丁目３番地の１,飲食店営業(一般飲食店),新規,042-587-9533,2017/12/22,042-587-9533,齋藤　弘吉
5449,居酒屋パブ　祥,東京都日野市多摩平１丁目４番地の８,モナーク豊田１階,,,飲食店営業(一般飲食店),更新,042-853-2950,2011/4/8,,
5450,Ｃａｆe　Crispy　カフェ　クリスピー,東京都日野市多摩平１丁目５番地の１２,タカラ豊田ホームズ104号,,,飲食店営業(一般飲食店),新規,,2017/6/28,,
5451,株式会社紀の國屋　１Ｆ・２Ｆ,東京都日野市多摩平１丁目５番地の２,,株式会社 紀の國屋,東京都日野市多摩平１丁目５番地の２,菓子製造業(生菓子製造業),更新,042-581-1358,1999/2/23,042-581-1358,田窪 弘子
5452,Friend,東京都日野市多摩平１丁目６番地の２５,ロータストヨタ（１Ｆ）,西東京民間救急サービス株式会社,東京都日野市多摩平２丁目６番地の２５,飲食店営業(一般飲食店),更新,042-843-4528,2011/10/6,042-583-5269,菱沼　勝
5453,藁ときどき豚,東京都日野市多摩平１丁目８番地の１３,ホウユウビル１階,,,飲食店営業(一般飲食店),新規,042-808-7299,2017/9/5,,
5454,合同会社西友　豊田店　若菜,東京都日野市多摩平１丁目９番地の１,,合同会社  西友,東京都北区赤羽二丁目１番１号,飲食店営業(そうざい店),更新,042-582-4179,1987/2/17,,ウォルマート・ジャパン・ホールディングス株式会社　職務執行者　リオネル・アルベール・ジェイ・デスクリー・ドゥ・マレドスー
5455,合同会社西友　豊田店,東京都日野市多摩平１丁目９番地の１,,合同会社西友,東京都北区赤羽２丁目１番１号,食肉販売業(包装),更新,042-584-2111,2011/3/1,03-3598-7000,ウォルマート・ジャパン・ホールディングス株式会社　職務執行者　リオネル・アルベール・ジェイ・デスクリー・ドゥ・マレドスー
5456,百合香,東京都日野市多摩平２丁目１２番地の４,大増ビル１F,,,飲食店営業(一般飲食店),新規,042-842-3886,2017/9/12,,
5457,リキホルモン,東京都日野市多摩平２丁目１番地の１０,,,,飲食店営業(一般飲食店),更新,042-583-1216,1972/11/8,,
5458,やきとり　まこっちゃん　豊田駅前店,東京都日野市多摩平２丁目１番地の１１,９２７ビル　１F,,,飲食店営業(一般飲食店),更新,042-843-2913,2011/11/14,,
5459,ＺＥＳＴ（ゼスト）,東京都日野市多摩平２丁目１番地の３,タカギビル地下１階,,,飲食店営業(バー・キャバレー),新規,,2017/3/24,,
5460,パブ　ポーラスター,東京都日野市多摩平２丁目１番地の５,小黒ビル２階,株式会社T-Grace,東京都日野市多摩平２丁目１番地の５,飲食店営業(バー・キャバレー),新規,042-542-1920,2017/6/28,,大槻　易美
5461,てんや 豊田店,東京都日野市多摩平２丁目３番地の１,,株式会社 テンコーポレーション,東京都台東区浅草１丁目１０番２号ＹＳ－１ビル１０Ｆ,飲食店営業(一般飲食店),更新,042-589-0821,1998/11/20,03-3847-9305,村松　益次
5462,ワイン厨房KOKICHI,東京都日野市多摩平２丁目３番地の１,豊田ラ・ボルト２Ｆ,有限会社レザンファン,東京都日野市多摩平２丁目３番地の１,飲食店営業(一般飲食店),更新,042-587-9533,1993/10/1,,齊藤　弘吉
5463,アナス　ドーサ　ビリヤニ,東京都日野市多摩平２丁目４番地の１,イオンモール多摩平の森 フードコート2032区画,GH　KHAZA  GARIB　NAWAZ　ENTERPRISE株式会社,東京都中央区銀座八丁目８番１１号博品館6階,飲食店営業(一般飲食店),新規,042-883-4263,2017/4/20,03-6280-6242,カーン・ザイド・アリ
5464,ヴィドフランス,東京都日野市多摩平２丁目４番地の１,イオンモール多摩平の森 ２００７区画,株式会社ヴィ・ド・フランス,東京都千代田区岩本町三丁目１０番１号,飲食店営業(弁当屋),新規,042-589-7077,2017/6/23,03-5679-8418,村上　知義
5465,ヴィドフランス,東京都日野市多摩平２丁目４番地の１,イオンモール多摩平の森 ２００７区画,株式会社ヴィ・ド・フランス,東京都千代田区岩本町三丁目１０番１号,菓子製造業(パン製造業),新規,042-589-7077,2017/6/23,03-5679-8418,村上　知義
5466,金子園　イオンモール多摩平の森店,東京都日野市多摩平２丁目４番地の１,イオンモール多摩平の森 １F,株式会社金子園,東京都杉並区高円寺北三丁目２２番１４号,アイスクリーム類製造業,新規,042-847-3070,2017/12/15,03-3330-0319,市川　佳男
5467,香港九龍中華総菜店,東京都日野市多摩平２丁目４番地の１,,鴻福来合同会社,東京都福生市加美平１丁目１６番地９,飲食店営業(そうざい店),新規,,2017/7/21,042-514-9679,鄧　三平
5468,呉さんのビビンバ,東京都日野市多摩平２丁目４番地の１,イオンモール多摩平の森１Ｆ,無敵株式会社,東京都日野市栄町２－１１－１３アーバンオアシスＫ＆Ｙ１０２号,飲食店営業(一般飲食店),新規,042-587-5585,2017/10/31,050-1414-7971,?　昌録
5469,カフェ　グリーン,東京都日野市多摩平２丁目９番地の２,多摩平ふれあい館3階,特定非営利活動法人市民サポートセンター日野,東京都日野市南平２丁目５６番地の１０,飲食店営業(一般飲食店),新規,042-583-1528,2017/2/3,042-583-1528,今村　久美子
5470,たちばな越後屋,東京都日野市多摩平３丁目１１番地の４,,,,菓子製造業(その他の菓子製造業),更新,042-581-1263,2005/3/31,,
5471,焼肉 幸楽園,東京都日野市多摩平３丁目１４番地の１,,有限会社 幸楽園,東京都日野市多摩平３丁目１４番地の１,飲食店営業(一般飲食店),更新,042-583-1198,1999/11/29,,関 忠治
5472,お好み焼き道とん堀日野多摩平の森,東京都日野市多摩平３丁目１番地の１,Ｔｏｍｏｒｒｏｗ　ＰＬＡＺＡ２０１,株式会社エム・ワイ・ティー,東京都立川市曙町１丁目３５番２２号,飲食店営業(一般飲食店),新規,042-643-4168,2017/7/24,042-524-1461,依田　邦彦
5473,クリエイトS・D日野多摩平店,東京都日野市多摩平３丁目１番地の１,TomorrowPLAZA1階,株式会社クリエイトエス・ディー,横浜市青葉区荏田西二丁目３番地２,乳類販売業(ショーケース売り),新規,042-589-7450,2017/7/20,045-914-8161,廣瀬　泰三
5474,クリエイトS・D日野多摩平店,東京都日野市多摩平３丁目１番地の１,TomorrowPLAZA1階,株式会社クリエイトエス・ディー,横浜市青葉区荏田西二丁目３番地２,食料品等販売業(包装),新規,042-589-7450,2017/7/20,045-914-8161,廣瀬　泰三
5475,アフタースクールカフェ,東京都日野市多摩平３丁目１番地の１,,,,飲食店営業(一般飲食店),新規,,2017/7/24,,
5476,アフタースクールカフェ,東京都日野市多摩平３丁目１番地の１,,,,アイスクリーム類製造業,新規,,2017/7/24,,
5477,多摩平の森の病院事業所,東京都日野市多摩平３丁目１番地の１７,,日清医療食品株式会社,東京都千代田区丸の内２丁目７番３号,飲食店営業(集団給食),新規,042-843-1914,2017/6/29,03-3230-2235,菅井　正一
5478,ファミリーマート日野市立病院前店,東京都日野市多摩平３丁目２番地の１,,トフコ株式会社,東京都日野市多摩平三丁目2番地の1,菓子製造業(その他の菓子製造業),新規,042-589-4511,2017/5/11,042-514-9261,上田　富穂
5479,ビッグボーイ　豊田店,東京都日野市多摩平３丁目２番地の１０,,株式会社　ビッグボーイジャパン,東京都港区港南２丁目１８番１号,飲食店営業(一般飲食店),更新,042-584-0443,1983/7/13,,開　健介
5480,バーミヤン日野多摩平店,東京都日野市多摩平３丁目３０番地の４,,株式会社すかいらーくレストランツ,東京都武蔵野市西久保一丁目２５番８号,飲食店営業(一般飲食店),更新,042-589-7068,1988/8/8,0422-37-5218,大川原　利明
5481,グラタン屋,東京都日野市多摩平３丁目３１番地の２０,,有限会社　グラタン屋,東京都日野市多摩平３丁目３１番地の２０,飲食店営業(そうざい店),更新,042-585-7051,1994/3/1,042-586-3444,木村　幹生
5482,ピザハット東八王子店,東京都日野市多摩平４丁目１番地の１４,内田ビル１F,有限会社エス・イー・ピー,長野県松本市筑摩一丁目２８番６号,飲食店営業(仕出し屋),更新,042-589-0900,2011/3/31,0263-26-3338,東澤　友男
5483,咲楽,東京都日野市多摩平５丁目２番地の４,,有限会社塩麦,東京都日野市多摩平５丁目２番地の２３,飲食店営業(一般飲食店),更新,042-581-4939,2011/4/18,,樋口　幹也
5484,株式会社 浜寿司本店,東京都日野市多摩平５丁目９番地の８,,株式会社 浜寿司,東京都日野市多摩平５丁目９番地の８,飲食店営業(すし屋),更新,042-581-2259,1984/8/22,042-581-2259,田中　和義
5485,コニカミノルタパークアスパイアーズ,東京都日野市多摩平６丁目５番地の２,,グリーンホスピタリティフードサービス株式会社,東京都新宿区西新宿三丁目２０番２号,飲食店営業(集団給食),新規,,2017/2/13,03-3379-1211,善田　高志
5486,中国料理　サカエヤ茶楼,東京都日野市大坂上１丁目３０番地の１４,,有限会社サカエヤ茶楼,東京都日野市大坂上１丁目３０番地の１４,飲食店営業(一般飲食店),更新,042-581-4097,1987/8/20,042-581-4097,奥住　哲男
5487,Ｓｏｕｌ　Ｋ　Ｌｉｖｅ　Ｈｏｕｓｅ,東京都日野市大坂上１丁目３０番地の２６,ラポートビル4F,,,飲食店営業(一般飲食店),更新,042-584-4144,2005/9/22,,
5488,お家バル　フェリチタ　ピッコラ,東京都日野市大坂上１丁目３０番地の２６,ラポートビル　Ｂ１-Ｂ,,,飲食店営業(一般飲食店),新規,,2017/3/10,,
5489,食品の店おおた　日野駅前店,東京都日野市大坂上１丁目３２番地の２,,株式会社食品の店おおた,東京都日野市多摩平６丁目１２番地の１１,飲食店営業(弁当屋),更新,042-586-2511,1996/5/14,042-581-5370,太田　直治
5490,食品の店　おおた　日野駅前店,東京都日野市大坂上１丁目３２番地の５,エトワール渡辺ビル,株式会社食品の店おおた,東京都日野市多摩平６丁目１２番地の１１,飲食店営業(弁当屋),更新,042-586-2511,1988/3/5,,太田　直治
5491,ファミリーマート　日野駅前店,東京都日野市大坂上１丁目３３番地の１,,株式会社こうとく,東京都日野市多摩平３丁目２番地の１,飲食店営業(一般飲食店),更新,042-582-8205,2011/5/11,042-514-9261,藤嶋　耕德
5492,ファミリーマート　日野駅前店,東京都日野市大坂上１丁目３３番地の１,,株式会社こうとく,東京都日野市多摩平三丁目２番地の１,菓子製造業(その他の菓子製造業),新規,042-582-8205,2017/5/2,042-514-9261,藤嶋　耕德
